종목코드,종목명,시장,현재가,예측_5일후_등락률(%)
950190,고스트스튜디오,KOSDAQ,8690,-2.53
091970,나노캠텍,KOSDAQ,600,-2.53
046970,우리로,KOSDAQ,1245,-2.53
086790,하나금융지주,KOSPI,94100,-2.54
036890,진성티이씨,KOSDAQ,13510,-2.54
041190,우리기술투자,KOSDAQ,7360,-2.54
109860,동일금속,KOSDAQ,7930,-2.54
005030,부산주공,KOSPI,486,-2.55
241840,에이스토리,KOSDAQ,7180,-2.55
003010,혜인,KOSPI,5310,-2.55
317400,자이에스앤디,KOSPI,4400,-2.55
003160,디아이,KOSPI,21350,-2.56
052400,코나아이,KOSDAQ,45400,-2.56
058470,리노공업,KOSDAQ,60300,-2.56
177830,파버나인,KOSDAQ,2870,-2.56
002620,제일파마홀딩스,KOSPI,8040,-2.57
176750,듀켐바이오,KOSDAQ,9520,-2.57
016250,SGC E&C,KOSDAQ,14950,-2.57
065770,CS,KOSDAQ,776,-2.57
013580,계룡건설,KOSPI,20350,-2.57
036170,에이치엠넥스,KOSDAQ,838,-2.58
001230,동국홀딩스,KOSPI,7450,-2.59
011780,금호석유화학,KOSPI,120700,-2.59
007110,일신석재,KOSPI,1656,-2.59
093240,형지엘리트,KOSPI,1698,-2.59
108670,LX하우시스,KOSPI,28800,-2.6
044780,에이치케이,KOSDAQ,1350,-2.6
100250,진양홀딩스,KOSPI,3065,-2.6
003200,일신방직,KOSPI,12420,-2.6
063440,SM Life Design,KOSDAQ,1885,-2.61
196700,웹스,KOSDAQ,2135,-2.61
269620,시스웍,KOSDAQ,889,-2.61
006800,미래에셋증권,KOSPI,23249,-2.62
237880,클리오,KOSDAQ,13030,-2.62
088910,동우팜투테이블,KOSDAQ,2080,-2.62
004060,SG세계물산,KOSPI,339,-2.62
159580,제로투세븐,KOSDAQ,3975,-2.63
067900,와이엔텍,KOSDAQ,6630,-2.63
100220,비상교육,KOSPI,4895,-2.63
267290,경동도시가스,KOSPI,20600,-2.63
043650,국순당,KOSDAQ,4135,-2.63
002600,조흥,KOSPI,160000,-2.64
004835,덕성우,KOSPI,7380,-2.64
489730,디비금융제13호스팩,KOSDAQ,2030,-2.65
063570,NICE인프라,KOSDAQ,4150,-2.65
013870,지엠비코리아,KOSPI,4000,-2.65
440290,HB인베스트먼트,KOSDAQ,2140,-2.65
002070,비비안,KOSPI,627,-2.65
005820,원림,KOSPI,14900,-2.66
089150,케이씨티,KOSDAQ,2795,-2.66
045390,대아티아이,KOSDAQ,4105,-2.66
033830,티비씨,KOSDAQ,611,-2.66
046210,HLB파나진,KOSDAQ,1736,-2.67
042370,비츠로테크,KOSDAQ,8920,-2.67
155660,DSR,KOSPI,3905,-2.67
270870,뉴트리,KOSDAQ,5130,-2.67
189980,흥국에프엔비,KOSDAQ,1610,-2.67
017650,대림제지,KOSDAQ,8090,-2.67
222040,코스맥스엔비티,KOSDAQ,3500,-2.67
104200,NHN벅스,KOSDAQ,3000,-2.67
303530,이노뎁,KOSDAQ,5520,-2.67
005380,현대차,KOSPI,296500,-2.68
032820,우리기술,KOSDAQ,3640,-2.68
079980,휴비스,KOSPI,2670,-2.68
011090,에넥스,KOSPI,546,-2.68
193250,링크드,KOSDAQ,410,-2.68
215600,신라젠,KOSDAQ,3505,-2.69
048910,대원미디어,KOSDAQ,7900,-2.69
323410,카카오뱅크,KOSPI,21600,-2.69
013360,일성건설,KOSPI,2220,-2.69
075180,새론오토모티브,KOSPI,3370,-2.7
286750,나노실리칸첨단소재,KOSDAQ,1800,-2.7
036000,예림당,KOSDAQ,3270,-2.7
032940,원익,KOSDAQ,10580,-2.71
016600,큐캐피탈,KOSDAQ,246,-2.72
222420,쎄노텍,KOSDAQ,835,-2.72
397030,에이프릴바이오,KOSDAQ,54900,-2.72
263020,디케이앤디,KOSDAQ,3025,-2.73
078150,HB테크놀러지,KOSDAQ,1857,-2.73
024840,KBI메탈,KOSDAQ,1744,-2.73
019175,신풍제약우,KOSPI,23500,-2.73
465770,STX그린로지스,KOSPI,5660,-2.74
104040,디에스엠,KOSDAQ,718,-2.74
000050,경방,KOSPI,9360,-2.74
011420,갤럭시아에스엠,KOSPI,1912,-2.74
038620,위즈코프,KOSDAQ,594,-2.75
043710,서울리거,KOSDAQ,815,-2.75
173940,에프엔씨엔터,KOSDAQ,4125,-2.75
018000,유니슨,KOSDAQ,1201,-2.76
067990,도이치모터스,KOSDAQ,4395,-2.76
092300,현우산업,KOSDAQ,3200,-2.76
115450,HLB테라퓨틱스,KOSDAQ,2858,-2.76
169330,엠브레인,KOSDAQ,1887,-2.77
002780,진흥기업,KOSPI,744,-2.77
006380,카프로,KOSPI,3660,-2.77
052860,아이앤씨,KOSDAQ,2545,-2.77
446540,메가터치,KOSDAQ,3530,-2.77
009240,한샘,KOSPI,46150,-2.77
035080,그래디언트,KOSDAQ,11410,-2.77
065500,오리엔트정공,KOSDAQ,2400,-2.77
058970,엠로,KOSDAQ,37350,-2.78
308170,씨티알모빌리티,KOSPI,6820,-2.78
267260,HD현대일렉트릭,KOSPI,774000,-2.78
278280,천보,KOSDAQ,49150,-2.78
161890,한국콜마,KOSPI,62100,-2.78
00680K,미래에셋증권2우B,KOSPI,10994,-2.78
117580,대성에너지,KOSPI,8040,-2.78
475240,하나32호스팩,KOSDAQ,2120,-2.79
003530,한화투자증권,KOSPI,4695,-2.8
006880,신송홀딩스,KOSPI,6890,-2.8
040610,SG&G,KOSDAQ,1805,-2.8
009835,한화솔루션우,KOSPI,21250,-2.8
033340,좋은사람들,KOSDAQ,1678,-2.8
003100,선광,KOSDAQ,19330,-2.81
028050,삼성E&A,KOSPI,24050,-2.81
067770,세진티에스,KOSDAQ,2280,-2.81
064350,현대로템,KOSPI,187900,-2.81
016380,KG스틸,KOSPI,5350,-2.81
214610,롤링스톤,KOSDAQ,3605,-2.81
196490,디에이테크놀로지,KOSDAQ,203,-2.81
036090,위지트,KOSDAQ,616,-2.82
304840,피플바이오,KOSDAQ,1069,-2.82
097955,CJ제일제당 우,KOSPI,138000,-2.82
214420,토니모리,KOSPI,8390,-2.83
106080,케이이엠텍,KOSDAQ,4445,-2.83
021880,메이슨캐피탈,KOSDAQ,247,-2.84
377190,디앤디플랫폼리츠,KOSPI,3380,-2.84
019170,신풍제약,KOSPI,14040,-2.85
33626K,두산퓨얼셀1우,KOSPI,6860,-2.85
026890,스틱인베스트먼트,KOSPI,9380,-2.85
010470,오리콤,KOSDAQ,5930,-2.85
051905,LG생활건강우,KOSPI,113400,-2.85
049080,기가레인,KOSDAQ,511,-2.85
093640,케이알엠,KOSDAQ,3810,-2.86
136480,하림,KOSDAQ,3015,-2.86
083450,GST,KOSDAQ,28850,-2.86
010280,아이티센엔텍,KOSDAQ,971,-2.87
288620,에스퓨얼셀,KOSDAQ,10450,-2.87
010820,퍼스텍,KOSPI,3880,-2.88
066670,디티씨,KOSDAQ,3400,-2.88
067290,JW신약,KOSDAQ,2130,-2.88
010770,평화홀딩스,KOSPI,3790,-2.88
330860,네패스아크,KOSDAQ,17000,-2.88
031330,에스에이엠티,KOSDAQ,4150,-2.89
048430,유라테크,KOSDAQ,7910,-2.89
002460,HS화성,KOSPI,11960,-2.89
007120,미래아이앤지,KOSPI,920,-2.89
014970,삼륭물산,KOSDAQ,7530,-2.89
002420,세기상사,KOSPI,5380,-2.9
217330,싸이토젠,KOSDAQ,8990,-2.9
352700,씨앤투스,KOSDAQ,2350,-2.9
206560,덱스터,KOSDAQ,3985,-2.9
023800,인지컨트롤스,KOSPI,6410,-2.9
111380,동인기연,KOSPI,13730,-2.91
216080,제테마,KOSDAQ,6120,-2.91
039570,HDC랩스,KOSPI,8440,-2.91
008290,원풍물산,KOSDAQ,462,-2.91
299030,하나기술,KOSDAQ,26800,-2.91
077500,유니퀘스트,KOSPI,6600,-2.91
045300,성우테크론,KOSDAQ,2935,-2.92
038500,삼표시멘트,KOSDAQ,4990,-2.92
244460,올리패스,KOSDAQ,1651,-2.92
412540,제일엠앤에스,KOSDAQ,3935,-2.92
005305,롯데칠성우,KOSPI,80000,-2.92
352090,스톰테크,KOSDAQ,3640,-2.93
318160,셀바이오휴먼텍,KOSDAQ,8170,-2.93
004430,송원산업,KOSPI,9050,-2.93
047920,HLB제약,KOSDAQ,16040,-2.93
006360,GS건설,KOSPI,19700,-2.94
071200,인피니트헬스케어,KOSDAQ,5950,-2.94
011320,유니크,KOSDAQ,4300,-2.95
281820,케이씨텍,KOSPI,39650,-2.95
336680,탑런토탈솔루션,KOSDAQ,4045,-2.95
046940,우원개발,KOSDAQ,3530,-2.95
950170,JTC,KOSDAQ,3820,-2.95
091440,한울소재과학,KOSDAQ,2940,-2.96
100090,SK오션플랜트,KOSPI,20250,-2.96
256940,킵스파마,KOSDAQ,10400,-2.96
203450,유니온바이오메트릭스,KOSDAQ,3115,-2.96
137080,나래나노텍,KOSDAQ,3940,-2.96
044180,KD,KOSDAQ,614,-2.97
036690,코맥스,KOSDAQ,2885,-2.97
094970,제이엠티,KOSDAQ,2690,-2.97
042000,카페24,KOSDAQ,30150,-2.97
020120,키다리스튜디오,KOSPI,3395,-2.97
038010,제일테크노스,KOSDAQ,5840,-2.97
108860,셀바스AI,KOSDAQ,12200,-2.98
047040,대우건설,KOSPI,3820,-2.98
353200,대덕전자,KOSPI,47100,-2.99
009620,삼보산업,KOSDAQ,1667,-2.99
074610,이엔플러스,KOSPI,5110,-2.99
232830,아이티센피엔에스,KOSDAQ,2440,-2.99
023790,동일스틸럭스,KOSDAQ,1523,-3.0
073560,우리손에프앤지,KOSDAQ,1510,-3.0
067730,로지시스,KOSDAQ,2665,-3.0
067570,엔브이에이치코리아,KOSDAQ,2225,-3.01
225220,제놀루션,KOSDAQ,1899,-3.01
052900,KX하이텍,KOSDAQ,906,-3.01
105740,디케이락,KOSDAQ,9700,-3.02
215100,로보로보,KOSDAQ,7740,-3.02
065440,이루온,KOSDAQ,1443,-3.02
138040,메리츠금융지주,KOSPI,113100,-3.03
031430,신세계인터내셔날,KOSPI,10950,-3.03
322780,코퍼스코리아,KOSDAQ,879,-3.03
302430,이노메트리,KOSDAQ,7070,-3.03
004140,동방,KOSPI,2555,-3.04
333050,이노테나,KOSDAQ,1294,-3.04
131970,두산테스나,KOSDAQ,53200,-3.05
066910,손오공,KOSDAQ,598,-3.06
348370,엔켐,KOSDAQ,62900,-3.06
096770,SK이노베이션,KOSPI,101200,-3.06
088350,한화생명,KOSPI,3255,-3.06
011080,형지I&C,KOSDAQ,722,-3.07
039440,에스티아이,KOSDAQ,30450,-3.07
003620,KG모빌리티,KOSPI,3500,-3.07
100120,뷰웍스,KOSDAQ,19610,-3.08
053260,금강철강,KOSDAQ,3970,-3.08
100700,세운메디칼,KOSDAQ,2435,-3.08
214330,금호에이치티,KOSPI,532,-3.08
353190,휴럼,KOSDAQ,684,-3.08
017550,수산세보틱스,KOSPI,1646,-3.09
064090,인크레더블버즈,KOSDAQ,1309,-3.09
075580,세진중공업,KOSPI,17400,-3.09
317530,에피소드컴퍼니,KOSDAQ,4975,-3.09
033540,파라텍,KOSDAQ,1107,-3.1
005810,풍산홀딩스,KOSPI,37500,-3.1
014280,금강공업,KOSPI,6060,-3.1
288980,모아데이타,KOSDAQ,1006,-3.1
009970,영원무역홀딩스,KOSPI,191500,-3.11
306040,에스제이그룹,KOSDAQ,9160,-3.11
117730,티로보틱스,KOSDAQ,20250,-3.11
056090,시지메드텍,KOSDAQ,1168,-3.11
003120,일성아이에스,KOSPI,21800,-3.12
226950,올릭스,KOSDAQ,140400,-3.12
092070,디엔에프,KOSDAQ,15620,-3.12
264450,유비쿼스,KOSDAQ,9700,-3.12
101680,한국정밀기계,KOSDAQ,2275,-3.13
239890,피엔에이치테크,KOSDAQ,4805,-3.13
053950,경남제약,KOSDAQ,678,-3.13
451800,한화리츠,KOSPI,4145,-3.13
170030,현대공업,KOSDAQ,6140,-3.13
000720,현대건설,KOSPI,70100,-3.13
001360,삼성제약,KOSPI,1530,-3.14
359090,씨엔알리서치,KOSDAQ,900,-3.14
050110,캠시스,KOSDAQ,2277,-3.14
389500,에스비비테크,KOSDAQ,36150,-3.14
450330,하스,KOSDAQ,6270,-3.14
036190,금화피에스시,KOSDAQ,29850,-3.14
025540,한국단자,KOSPI,67300,-3.14
295310,에이치브이엠,KOSDAQ,58900,-3.15
452300,캡스톤파트너스,KOSDAQ,2765,-3.15
039240,경남스틸,KOSDAQ,2740,-3.15
083790,CG인바이츠,KOSDAQ,1487,-3.15
008250,이건산업,KOSPI,4690,-3.16
090080,평화산업,KOSPI,941,-3.16
053450,세코닉스,KOSDAQ,5350,-3.16
012280,영화금속,KOSPI,950,-3.17
004105,태양금속우,KOSPI,3410,-3.17
035290,골드앤에스,KOSDAQ,636,-3.17
206400,베노티앤알,KOSDAQ,1626,-3.17
297090,씨에스베어링,KOSDAQ,6040,-3.18
017480,삼현철강,KOSDAQ,4525,-3.18
053290,NE능률,KOSDAQ,1800,-3.18
439090,마녀공장,KOSDAQ,13690,-3.19
003495,대한항공우,KOSPI,23850,-3.19
095570,AJ네트웍스,KOSPI,4660,-3.19
068330,일신바이오,KOSDAQ,1611,-3.19
051490,나라엠앤디,KOSDAQ,3890,-3.19
000725,현대건설우,KOSPI,55300,-3.2
214450,파마리서치,KOSDAQ,403000,-3.2
071670,에이테크솔루션,KOSDAQ,10310,-3.2
308080,바이젠셀,KOSDAQ,9750,-3.2
250060,모비스,KOSDAQ,3825,-3.2
215380,우정바이오,KOSDAQ,1761,-3.21
339950,아이비김영,KOSDAQ,1946,-3.21
093920,서원인텍,KOSDAQ,5430,-3.21
000215,DL우,KOSPI,23550,-3.21
005090,SGC에너지,KOSPI,21950,-3.21
067830,세이브존I&C,KOSPI,3220,-3.21
052020,에스티큐브,KOSDAQ,8200,-3.22
330590,롯데리츠,KOSPI,3960,-3.22
005725,넥센우,KOSPI,4495,-3.23
112610,씨에스윈드,KOSPI,41600,-3.23
025890,한국주강,KOSPI,1805,-3.23
068760,셀트리온제약,KOSDAQ,58000,-3.23
393210,토마토시스템,KOSDAQ,5140,-3.24
041460,한국전자인증,KOSDAQ,3725,-3.24
094860,네오리진,KOSDAQ,1000,-3.24
003240,태광산업,KOSPI,762000,-3.24
237820,플레이디,KOSDAQ,4610,-3.24
314130,지놈앤컴퍼니,KOSDAQ,6880,-3.25
00279K,아모레퍼시픽홀딩스3우C,KOSPI,21650,-3.25
317850,대모,KOSDAQ,7970,-3.26
002140,고려산업,KOSPI,2540,-3.27
066590,스모트로닉,KOSDAQ,2400,-3.27
262840,아이퀘스트,KOSDAQ,1828,-3.27
092040,아미코젠,KOSDAQ,1782,-3.27
013890,지누스,KOSPI,13000,-3.28
003350,한국화장품제조,KOSPI,9780,-3.28
042040,케이피엠테크,KOSDAQ,214,-3.29
016710,대성홀딩스,KOSPI,8610,-3.29
217190,제너셈,KOSDAQ,5110,-3.29
025860,남해화학,KOSPI,6660,-3.3
000970,한국주철관,KOSPI,7060,-3.3
290120,DH오토리드,KOSDAQ,2460,-3.3
191420,테고사이언스,KOSDAQ,16300,-3.31
019685,대교우B,KOSPI,1235,-3.31
388050,지투파워,KOSDAQ,7980,-3.31
080520,오디텍,KOSDAQ,3170,-3.31
336260,두산퓨얼셀,KOSPI,28850,-3.31
008700,아남전자,KOSPI,1318,-3.32
119830,아이텍,KOSDAQ,5570,-3.32
003475,유안타증권우,KOSPI,3745,-3.32
900300,오가닉티코스메틱,KOSDAQ,237,-3.32
064290,인텍플러스,KOSDAQ,12980,-3.32
089590,제주항공,KOSPI,5410,-3.32
033230,인성정보,KOSDAQ,1794,-3.32
124560,태웅로직스,KOSDAQ,2660,-3.33
009320,아진전자부품,KOSPI,920,-3.33
128820,대성산업,KOSPI,7180,-3.33
220100,퓨쳐켐,KOSDAQ,30850,-3.33
006120,SK디스커버리,KOSPI,57800,-3.33
097230,HJ중공업,KOSPI,21050,-3.33
040300,YTN,KOSDAQ,3735,-3.33
018680,서울제약,KOSDAQ,3080,-3.33
028100,동아지질,KOSPI,17250,-3.33
009470,삼화전기,KOSPI,29250,-3.34
227950,엔투텍,KOSDAQ,330,-3.34
377740,바이오노트,KOSPI,5470,-3.34
046120,오르비텍,KOSDAQ,3830,-3.34
007700,F&F홀딩스,KOSPI,18690,-3.34
009160,SIMPAC,KOSPI,5100,-3.34
091590,남화토건,KOSDAQ,4045,-3.34
115570,스타플렉스,KOSDAQ,3280,-3.34
019540,일지테크,KOSDAQ,4195,-3.35
002020,코오롱,KOSPI,50000,-3.35
171010,램테크놀러지,KOSDAQ,3900,-3.35
123040,엠에스오토텍,KOSDAQ,2105,-3.35
001500,현대차증권,KOSPI,7920,-3.35
017900,광전자,KOSPI,1802,-3.36
227610,아우딘퓨쳐스,KOSDAQ,795,-3.36
058820,CMG제약,KOSDAQ,1858,-3.36
180400,DXVX,KOSDAQ,3140,-3.36
352770,셀레스트라,KOSDAQ,5250,-3.37
025900,동화기업,KOSDAQ,8470,-3.37
035610,솔본,KOSDAQ,3645,-3.37
071970,HD현대마린엔진,KOSPI,89500,-3.37
042700,한미반도체,KOSPI,127400,-3.37
003960,사조대림,KOSPI,37250,-3.37
003300,한일홀딩스,KOSPI,16380,-3.37
037950,엘컴텍,KOSDAQ,790,-3.37
003690,코리안리,KOSPI,11540,-3.37
094840,슈프리마에이치큐,KOSDAQ,6810,-3.37
028080,휴맥스홀딩스,KOSDAQ,1653,-3.38
247540,에코프로비엠,KOSDAQ,146600,-3.38
094170,동운아나텍,KOSDAQ,28700,-3.38
023600,삼보판지,KOSDAQ,9670,-3.38
026040,제이에스티나,KOSDAQ,3140,-3.38
000860,강남제비스코,KOSPI,12850,-3.38
464280,티디에스팜,KOSDAQ,9850,-3.38
038290,마크로젠,KOSDAQ,16870,-3.39
000700,유수홀딩스,KOSPI,5820,-3.39
069410,엔텔스,KOSDAQ,5080,-3.4
084180,수성웹툰,KOSDAQ,3175,-3.4
012700,리드코프,KOSDAQ,3730,-3.4
376980,원티드랩,KOSDAQ,3500,-3.41
065950,웰크론,KOSDAQ,1675,-3.41
368970,오에스피,KOSDAQ,1963,-3.41
003465,유화증권우,KOSPI,2745,-3.41
036560,KZ정밀,KOSDAQ,15070,-3.42
039030,이오테크닉스,KOSDAQ,272000,-3.42
179290,엠아이텍,KOSDAQ,6770,-3.42
101730,위메이드맥스,KOSDAQ,6160,-3.43
192080,더블유게임즈,KOSPI,53600,-3.43
348340,뉴로메카,KOSDAQ,32900,-3.43
016920,카스,KOSDAQ,1078,-3.43
081580,성우전자,KOSDAQ,2200,-3.44
002790,아모레퍼시픽홀딩스,KOSPI,26850,-3.44
065170,비엘팜텍,KOSDAQ,548,-3.44
285490,노바텍,KOSDAQ,20050,-3.44
293940,신한알파리츠,KOSPI,5590,-3.44
256150,한독크린텍,KOSDAQ,5530,-3.44
031440,신세계푸드,KOSPI,47900,-3.45
138930,BNK금융지주,KOSPI,15870,-3.46
285800,진영,KOSDAQ,1616,-3.47
004690,삼천리,KOSPI,128500,-3.47
127980,화인써키트,KOSDAQ,6000,-3.47
005945,NH투자증권우,KOSPI,19570,-3.47
057030,YBM넷,KOSDAQ,3055,-3.48
378340,필에너지,KOSDAQ,12250,-3.48
006040,동원산업,KOSPI,41900,-3.49
100130,동국S&C,KOSDAQ,2040,-3.49
027410,BGF,KOSPI,3920,-3.49
225570,넥슨게임즈,KOSDAQ,12010,-3.49
250000,보라티알,KOSDAQ,7960,-3.49
023770,플레이위드,KOSDAQ,2995,-3.49
089850,유비벨록스,KOSDAQ,5320,-3.5
092460,한라IMS,KOSDAQ,17000,-3.5
079430,현대리바트,KOSPI,6890,-3.5
058650,세아홀딩스,KOSPI,144000,-3.5
347890,엠엑스온,KOSDAQ,6420,-3.5
299170,더블유에스아이,KOSDAQ,2935,-3.51
009680,모토닉,KOSPI,10400,-3.51
006140,피제이전자,KOSDAQ,5690,-3.51
006405,삼성SDI우,KOSPI,160600,-3.51
308100,형지글로벌,KOSDAQ,1328,-3.51
051380,피씨디렉트,KOSDAQ,2025,-3.51
318410,비비씨,KOSDAQ,7800,-3.52
019570,플루토스,KOSDAQ,270,-3.52
203650,드림시큐리티,KOSDAQ,1645,-3.52
189690,포시에스,KOSDAQ,2110,-3.53
037460,삼지전자,KOSDAQ,14740,-3.53
290650,엘앤씨바이오,KOSDAQ,61100,-3.53
000155,두산우,KOSPI,470000,-3.53
052220,iMBC,KOSDAQ,3055,-3.54
365900,브이씨,KOSDAQ,2685,-3.55
195990,에이비프로바이오,KOSDAQ,2226,-3.55
090355,노루페인트우,KOSPI,13620,-3.55
091120,이엠텍,KOSDAQ,8090,-3.56
092220,KEC,KOSPI,696,-3.56
036480,대성미생물,KOSDAQ,7300,-3.56
357550,석경에이티,KOSDAQ,70200,-3.56
227840,현대코퍼레이션홀딩스,KOSPI,12180,-3.56
148780,비큐AI,KOSDAQ,1357,-3.57
242040,나무기술,KOSDAQ,1324,-3.58
171120,라이온켐텍,KOSDAQ,2200,-3.58
420570,제이투케이바이오,KOSDAQ,8600,-3.58
011000,진원생명과학,KOSPI,1959,-3.58
058110,멕아이씨에스,KOSDAQ,1886,-3.59
012610,경인양행,KOSPI,4875,-3.6
099410,동방선기,KOSDAQ,4510,-3.6
119500,포메탈,KOSDAQ,3460,-3.61
001510,SK증권,KOSPI,643,-3.61
226330,신테카바이오,KOSDAQ,3895,-3.62
417500,제이아이테크,KOSDAQ,3150,-3.63
001540,안국약품,KOSDAQ,8460,-3.63
019660,글로본,KOSDAQ,2605,-3.63
120240,대정화금,KOSDAQ,13280,-3.63
396270,넥스트칩,KOSDAQ,4065,-3.64
059120,아진엑스텍,KOSDAQ,4602,-3.64
084010,대한제강,KOSPI,12849,-3.64
348350,위드텍,KOSDAQ,8520,-3.64
095910,에스에너지,KOSDAQ,927,-3.64
130660,한전산업,KOSPI,10420,-3.65
049550,잉크테크,KOSDAQ,3215,-3.65
900270,헝셩그룹,KOSDAQ,1981,-3.65
253590,네오셈,KOSDAQ,10960,-3.65
004970,신라교역,KOSPI,9200,-3.65
007770,한일화학,KOSDAQ,7950,-3.66
086960,MDS테크,KOSDAQ,1299,-3.66
066130,하츠,KOSDAQ,4490,-3.66
041930,동아화성,KOSDAQ,6880,-3.66
033320,제이씨현시스템,KOSDAQ,4150,-3.67
101400,엔시트론,KOSDAQ,290,-3.67
215090,솔디펜스,KOSDAQ,2335,-3.67
053210,스카이라이프,KOSPI,5030,-3.68
033170,시그네틱스,KOSDAQ,782,-3.68
084850,아이티엠반도체,KOSDAQ,9780,-3.68
052690,한전기술,KOSPI,90000,-3.68
083640,인콘,KOSDAQ,255,-3.69
036930,주성엔지니어링,KOSDAQ,27700,-3.69
223250,드림씨아이에스,KOSDAQ,6380,-3.69
140070,서플러스글로벌,KOSDAQ,2160,-3.7
002680,한탑,KOSDAQ,715,-3.7
003075,코오롱글로벌우,KOSPI,15320,-3.7
293780,압타바이오,KOSDAQ,9350,-3.7
204320,HL만도,KOSPI,58700,-3.7
034810,해성산업,KOSDAQ,8390,-3.71
015890,태경산업,KOSPI,4950,-3.71
019770,서연탑메탈,KOSDAQ,3800,-3.71
029530,신도리코,KOSPI,48600,-3.71
053580,웹케시,KOSDAQ,9750,-3.72
004020,현대제철,KOSPI,31050,-3.72
076080,웰크론한텍,KOSDAQ,1180,-3.72
006340,대원전선,KOSPI,3720,-3.72
004000,롯데정밀화학,KOSPI,44550,-3.72
182360,큐브엔터,KOSDAQ,13750,-3.72
139670,키네마스터,KOSDAQ,2600,-3.72
211050,인카금융서비스,KOSDAQ,12810,-3.73
038070,서린바이오,KOSDAQ,6510,-3.73
264900,크라운제과,KOSPI,8790,-3.73
148150,세경하이테크,KOSDAQ,5140,-3.73
900250,크리스탈신소재,KOSDAQ,705,-3.74
030520,한글과컴퓨터,KOSDAQ,22950,-3.74
298690,에어부산,KOSPI,1719,-3.74
066970,엘앤에프,KOSPI,95200,-3.75
010690,화신,KOSPI,8300,-3.76
011690,와이투솔루션,KOSPI,4145,-3.76
011760,현대코퍼레이션,KOSPI,21550,-3.77
241520,DSC인베스트먼트,KOSDAQ,7220,-3.77
086520,에코프로,KOSDAQ,90800,-3.77
039860,나노엔텍,KOSDAQ,6000,-3.77
014790,HL D&I,KOSPI,2700,-3.77
273060,와이즈버즈,KOSDAQ,885,-3.77
014160,대영포장,KOSPI,1073,-3.77
051915,LG화학우,KOSPI,166100,-3.77
365590,하이딥,KOSDAQ,2835,-3.78
418470,KT밀리의서재,KOSDAQ,13740,-3.78
007160,사조산업,KOSPI,54100,-3.78
024720,콜마홀딩스,KOSPI,9510,-3.78
311690,CJ 바이오사이언스,KOSDAQ,9320,-3.78
051160,지어소프트,KOSDAQ,7890,-3.78
032750,삼진,KOSDAQ,3760,-3.78
134580,탑코미디어,KOSDAQ,1946,-3.78
011500,한농화성,KOSPI,14800,-3.79
078000,텔코웨어,KOSPI,15320,-3.79
082210,옵트론텍,KOSDAQ,1697,-3.79
019680,대교,KOSPI,1896,-3.8
067010,이씨에스,KOSDAQ,2490,-3.81
002795,아모레퍼시픽홀딩스우,KOSPI,11990,-3.81
018620,우진비앤지,KOSDAQ,831,-3.81
185750,종근당,KOSPI,82900,-3.81
060380,동양에스텍,KOSDAQ,1518,-3.81
001470,삼부토건,KOSPI,347,-3.81
053060,세동,KOSDAQ,1281,-3.81
016450,한세예스24홀딩스,KOSPI,4160,-3.82
005690,파미셀,KOSPI,14530,-3.82
183300,코미코,KOSDAQ,88400,-3.82
216050,인크로스,KOSDAQ,6700,-3.82
004960,한신공영,KOSPI,10300,-3.82
052600,한네트,KOSDAQ,3890,-3.83
300720,한일시멘트,KOSPI,17970,-3.83
100840,SNT에너지,KOSPI,36600,-3.83
011330,유니켐,KOSPI,1264,-3.84
318000,KBG,KOSDAQ,4400,-3.84
045510,정원엔시스,KOSDAQ,894,-3.84
058630,엠게임,KOSDAQ,6360,-3.84
013720,THE CUBE&,KOSDAQ,659,-3.84
131220,대한과학,KOSDAQ,4810,-3.85
222080,씨아이에스,KOSDAQ,6650,-3.86
003030,세아제강지주,KOSPI,128100,-3.86
012160,영흥,KOSPI,489,-3.86
006840,AK홀딩스,KOSPI,8710,-3.87
041960,코미팜,KOSDAQ,7020,-3.87
036830,솔브레인홀딩스,KOSDAQ,37300,-3.87
489480,키움제11호스팩,KOSDAQ,2050,-3.88
007610,선도전기,KOSPI,3000,-3.88
186230,그린플러스,KOSDAQ,5870,-3.88
092730,네오팜,KOSDAQ,18370,-3.88
482680,미래에셋비전스팩7호,KOSDAQ,2015,-3.88
060240,스타코링크,KOSDAQ,1976,-3.88
031860,디에이치엑스컴퍼니,KOSDAQ,685,-3.88
041650,상신브레이크,KOSPI,2705,-3.89
041440,현대에버다임,KOSDAQ,8220,-3.89
003460,유화증권,KOSPI,2725,-3.89
061250,화일약품,KOSDAQ,1143,-3.9
005860,한일사료,KOSDAQ,3070,-3.91
001380,SG글로벌,KOSPI,1865,-3.91
133750,메가엠디,KOSDAQ,1815,-3.91
003850,보령,KOSPI,9010,-3.92
003780,진양산업,KOSPI,6740,-3.92
344820,KCC글라스,KOSPI,26500,-3.92
044490,태웅,KOSDAQ,25750,-3.93
265740,엔에프씨,KOSDAQ,4215,-3.93
189860,서전기전,KOSDAQ,3095,-3.93
001250,GS글로벌,KOSPI,2315,-3.93
310210,보로노이,KOSDAQ,217500,-3.93
011230,삼화전자,KOSPI,2725,-3.93
348030,모비릭스,KOSDAQ,3200,-3.95
004365,세방우,KOSPI,9270,-3.95
007660,이수페타시스,KOSPI,119200,-3.95
066310,큐에스아이,KOSDAQ,7420,-3.95
492220,KB제31호스팩,KOSDAQ,2015,-3.95
078130,국일제지,KOSDAQ,348,-3.96
