종목코드,종목명,시장,현재가,RSI,MACD히스토,볼린저위치,거래량배율,종합점수,신호
053800,안랩,KOSDAQ,60100,40.9,-257.01,0.053,0.63,0,0
053950,경남제약,KOSDAQ,678,40.3,-3.4,0.143,0.55,-1,0
053980,오상자이엘,KOSDAQ,3430,31.1,-40.42,-0.287,0.74,1,0
054040,한국컴퓨터,KOSDAQ,5040,47.2,-23.62,0.132,1.93,0,0
054050,농우바이오,KOSDAQ,7970,39.4,-25.21,0.082,2.2,0,0
054090,삼진엘앤디,KOSDAQ,804,42.6,-1.54,-0.158,1.3,1,0
054180,메디콕스,KOSDAQ,2295,41.4,0.02,,,0,0
054210,이랜텍,KOSDAQ,9080,49.9,-44.8,0.336,0.81,0,0
054220,비츠로시스,KOSDAQ,391,48.4,1.0,0.541,0.7,0,0
054300,팬스타엔터프라이즈,KOSDAQ,660,46.1,2.09,0.374,0.86,0,0
054410,케이피티유,KOSDAQ,3705,58.9,5.73,0.764,2.12,0,0
054450,텔레칩스,KOSDAQ,15980,73.6,212.61,1.119,3.32,-2,-1
054540,삼영엠텍,KOSDAQ,13750,45.2,40.93,0.292,0.36,0,0
054620,APS,KOSDAQ,4060,49.2,3.79,0.465,0.23,1,0
054670,대한뉴팜,KOSDAQ,6570,40.3,-42.43,0.055,0.16,0,0
054780,키이스트,KOSDAQ,3215,26.0,-67.38,0.09,0.94,1,0
054800,아이디스홀딩스,KOSDAQ,11900,45.2,-75.17,0.034,0.8,1,0
054920,한컴위드,KOSDAQ,4410,58.8,74.41,0.802,0.42,1,0
054930,유신,KOSDAQ,22650,48.7,-55.8,0.122,1.1,0,0
054940,엑사이엔씨,KOSDAQ,674,50.7,-0.24,0.445,0.86,0,0
054950,제이브이엠,KOSDAQ,25850,43.1,-37.34,0.143,0.54,0,0
055490,테이팩스,KOSPI,13990,31.3,-157.25,0.135,1.65,0,0
055550,신한지주,KOSPI,76900,48.5,-120.31,0.341,0.55,0,0
056080,유진로봇,KOSDAQ,14400,55.6,-67.79,0.574,0.57,0,0
056090,시지메드텍,KOSDAQ,1168,53.0,-14.8,0.462,0.27,0,0
056190,에스에프에이,KOSDAQ,23400,47.7,-32.24,0.115,0.69,0,0
056360,코위버,KOSDAQ,5180,42.2,0.64,0.09,1.14,0,0
056700,신화인터텍,KOSDAQ,1722,38.2,4.74,0.252,0.27,0,0
056730,CNT85,KOSDAQ,601,30.3,-3.46,0.048,0.73,1,0
057030,YBM넷,KOSDAQ,3055,43.6,-0.03,0.109,1.2,-1,0
057050,현대홈쇼핑,KOSPI,55000,47.6,-86.17,0.311,0.79,0,0
057540,옴니시스템,KOSDAQ,785,54.2,0.34,0.645,1.04,0,0
057680,티사이언티픽,KOSDAQ,765,41.2,7.82,0.499,0.57,0,0
058110,멕아이씨에스,KOSDAQ,1886,39.7,-8.97,0.15,1.27,0,0
058400,KNN,KOSDAQ,706,48.5,-0.04,0.327,0.72,-1,0
058430,포스코스틸리온,KOSPI,3980,56.2,-0.34,0.69,0.65,-1,0
058450,한주에이알티,KOSDAQ,796,42.4,6.11,0.353,0.48,0,0
058470,리노공업,KOSDAQ,60300,46.4,-434.63,0.259,0.78,0,0
058610,에스피지,KOSDAQ,81300,61.4,-721.26,0.631,0.62,0,0
058630,엠게임,KOSDAQ,6360,40.5,-45.16,-0.112,0.46,1,0
058650,세아홀딩스,KOSPI,144000,70.8,2086.2,1.004,1.29,-2,-1
058730,다스코,KOSPI,3345,54.7,-26.08,0.395,0.34,0,0
058820,CMG제약,KOSDAQ,1858,40.6,-17.9,0.107,0.33,0,0
058850,KTcs,KOSPI,2850,45.2,2.41,0.31,0.63,0,0
058860,KTis,KOSPI,2715,38.6,-8.2,0.005,1.0,1,0
058970,엠로,KOSDAQ,37350,47.8,148.54,0.482,1.31,0,0
059090,미코,KOSDAQ,13380,46.9,-4.43,0.335,0.63,0,0
059100,아이컴포넌트,KOSDAQ,4935,44.4,-22.68,0.259,1.06,0,0
059120,아진엑스텍,KOSDAQ,4602,55.3,-7.07,0.56,0.86,0,0
059210,메타바이오메드,KOSDAQ,4970,45.3,15.92,0.437,0.67,0,0
059270,해성에어로보틱스,KOSDAQ,9520,60.4,88.36,0.845,1.34,0,0
060150,인선이엔티,KOSDAQ,4490,58.0,-3.03,0.686,0.57,0,0
060230,제이케이시냅스,KOSDAQ,575,50.0,1.22,0.47,1.15,1,0
060240,스타코링크,KOSDAQ,1976,20.7,0.0,,,1,0
060250,NHN KCP,KOSDAQ,14910,43.5,8.58,0.279,0.66,0,0
060260,뉴보텍,KOSDAQ,1191,27.8,-0.91,0.115,0.89,1,0
060280,큐렉소,KOSDAQ,12960,52.2,-99.16,0.339,0.42,0,0
060310,3S,KOSDAQ,1555,38.5,-5.77,0.276,2.33,0,0
060370,LS마린솔루션,KOSDAQ,29950,50.2,-364.69,0.399,0.23,0,0
060380,동양에스텍,KOSDAQ,1518,42.7,1.15,0.221,0.88,0,0
060480,국일신동,KOSDAQ,1606,53.2,4.39,0.773,0.48,0,0
060540,에스에이티,KOSDAQ,1361,66.3,4.8,0.836,1.3,0,0
060560,HC홈센타,KOSDAQ,744,65.9,1.19,0.763,1.44,0,0
060570,드림어스컴퍼니,KOSDAQ,1431,29.2,-14.27,-0.034,0.64,2,1
060590,씨티씨바이오,KOSDAQ,4625,34.6,-32.11,0.101,1.24,0,0
060720,KH바텍,KOSDAQ,11180,41.8,1.31,0.136,0.54,0,0
060850,영림원소프트랩,KOSDAQ,6140,41.2,-33.75,-0.277,1.19,1,0
060900,에이전트AI,KOSDAQ,600,39.8,-0.64,0.243,0.0,0,0
060980,HL홀딩스,KOSPI,44850,45.4,-689.54,0.202,0.44,0,0
061040,알에프텍,KOSDAQ,1996,42.5,-1.48,0.387,5.06,0,0
061250,화일약품,KOSDAQ,1143,50.5,-0.99,0.474,0.29,-1,0
061970,LB세미콘,KOSDAQ,4345,53.3,26.83,0.641,2.41,1,0
062040,산일전기,KOSPI,130100,40.8,-1440.64,0.138,0.47,0,0
062970,한국첨단소재,KOSDAQ,1442,24.2,-16.45,0.171,0.62,1,0
063080,컴투스홀딩스,KOSDAQ,15930,21.7,15.33,0.137,0.64,1,0
063160,종근당바이오,KOSPI,20350,35.6,-69.62,0.099,0.48,0,0
063170,서울옥션,KOSDAQ,6920,43.3,-16.6,0.268,1.08,0,0
063440,SM Life Design,KOSDAQ,1885,56.0,-7.97,0.514,5.63,0,0
063570,NICE인프라,KOSDAQ,4150,37.8,-19.47,-0.088,0.58,1,0
063760,이엘피,KOSDAQ,2415,57.0,-7.94,0.505,0.68,0,0
064090,인크레더블버즈,KOSDAQ,1309,47.4,-9.81,0.334,0.09,0,0
064240,홈캐스트,KOSDAQ,1851,46.7,6.1,0.337,2.2,0,0
064260,다날,KOSDAQ,7200,50.6,69.53,0.631,0.2,0,0
064290,인텍플러스,KOSDAQ,12980,45.2,-18.22,0.165,0.76,-1,0
064350,현대로템,KOSPI,187900,51.6,1710.14,0.723,0.75,0,0
064400,LG씨엔에스,KOSPI,61400,46.0,-441.32,0.268,0.35,0,0
064480,브리지텍,KOSDAQ,4675,48.7,4.57,0.407,0.95,0,0
064520,테크엘,KOSDAQ,1724,53.3,1.28,0.475,0.18,2,1
064550,바이오니아,KOSDAQ,12750,40.2,-79.24,0.11,0.38,0,0
064760,티씨케이,KOSDAQ,142200,44.4,413.15,0.27,0.74,0,0
064800,포니링크,KOSDAQ,835,49.8,-3.68,0.455,0.28,0,0
064820,케이프,KOSDAQ,9950,37.0,25.74,-0.05,0.98,1,0
064850,에프앤가이드,KOSDAQ,8660,48.1,-29.38,0.309,0.49,0,0
064960,SNT모티브,KOSPI,34500,53.1,-98.19,0.418,0.46,0,0
065060,지엔코,KOSDAQ,780,51.6,2.95,0.619,0.38,0,0
065130,탑엔지니어링,KOSDAQ,3265,38.0,-10.39,0.087,1.19,0,0
065150,대산F&B,KOSDAQ,145,22.5,0.0,,,1,0
065170,비엘팜텍,KOSDAQ,548,36.5,-0.2,0.116,1.07,0,0
065350,신성델타테크,KOSDAQ,56700,45.0,-623.55,0.244,0.4,0,0
065370,위세아이텍,KOSDAQ,5540,46.0,11.34,0.376,0.89,0,0
065420,에스아이리소스,KOSDAQ,252,53.7,1.96,0.713,0.45,0,0
065440,이루온,KOSDAQ,1443,33.6,2.92,0.197,0.35,0,0
065450,빅텍,KOSDAQ,3520,42.9,-2.51,0.214,0.44,0,0
065500,오리엔트정공,KOSDAQ,2400,43.8,-10.08,0.268,0.86,0,0
065510,휴비츠,KOSDAQ,9160,71.0,76.18,0.924,2.5,-1,0
065530,와이어블,KOSDAQ,1355,38.4,-2.21,0.105,0.33,0,0
065570,삼영이엔씨,KOSDAQ,764,19.5,0.0,,,1,0
065650,하이퍼코퍼레이션,KOSDAQ,2005,42.3,27.87,0.192,1.19,0,0
065660,안트로젠,KOSDAQ,46850,85.4,589.88,0.96,0.85,-2,-1
065680,우주일렉트로,KOSDAQ,36150,49.0,8.78,0.516,0.8,1,0
065690,파커스,KOSDAQ,1206,55.6,-9.92,0.517,0.19,0,0
065710,서호전기,KOSDAQ,50900,48.6,-536.46,0.28,0.88,0,0
065770,CS,KOSDAQ,776,33.7,-0.22,-0.043,0.96,0,0
065950,웰크론,KOSDAQ,1675,37.7,-0.16,0.105,1.37,-1,0
066130,하츠,KOSDAQ,4490,52.4,-3.56,0.569,0.59,0,0
066310,큐에스아이,KOSDAQ,7420,51.1,11.31,0.563,1.16,1,0
066360,체리부로,KOSDAQ,752,57.0,2.03,0.818,0.9,0,0
066410,버킷스튜디오,KOSDAQ,1153,28.2,0.0,,,1,0
066430,아이로보틱스,KOSDAQ,1730,66.4,42.37,0.883,0.55,0,0
066570,LG전자,KOSPI,91900,49.8,-595.25,0.328,0.58,0,0
066575,LG전자우,KOSPI,48500,45.1,-418.52,0.192,0.47,0,0
066590,스모트로닉,KOSDAQ,2400,39.5,-2.83,0.242,0.77,0,0
066620,국보디자인,KOSDAQ,23400,59.3,-5.65,0.809,1.03,0,0
066670,디티씨,KOSDAQ,3400,57.2,-1.67,0.598,0.51,-1,0
066700,테라젠이텍스,KOSDAQ,3160,63.3,5.62,0.685,0.29,0,0
066790,씨씨에스,KOSDAQ,1493,53.5,-0.0,,,0,0
066900,디에이피,KOSDAQ,1887,42.7,-8.78,0.062,2.12,0,0
066910,손오공,KOSDAQ,598,32.0,0.26,0.045,0.78,1,0
066970,엘앤에프,KOSPI,95200,28.7,-2688.78,0.014,2.31,2,1
066980,한성크린텍,KOSDAQ,1223,38.1,-11.68,0.186,0.52,0,0
067000,조이시티,KOSDAQ,2055,48.5,-28.68,0.259,0.21,0,0
067010,이씨에스,KOSDAQ,2490,55.7,4.26,0.752,0.76,0,0
067080,대화제약,KOSDAQ,17430,45.8,-311.06,0.291,0.26,0,0
067160,SOOP,KOSDAQ,67800,39.1,-167.39,0.107,0.66,0,0
067170,오텍,KOSDAQ,1870,47.1,-14.31,0.321,0.08,0,0
067280,멀티캠퍼스,KOSDAQ,31000,26.0,-192.35,-0.318,1.9,2,1
067290,JW신약,KOSDAQ,2130,66.5,42.07,0.832,1.87,0,0
067310,하나마이크론,KOSDAQ,25750,54.9,149.68,0.863,2.64,0,0
067370,선바이오,KOSDAQ,5680,38.6,-30.49,0.045,0.56,1,0
067390,아스트,KOSDAQ,587,50.8,-3.42,0.313,0.5,0,0
067570,엔브이에이치코리아,KOSDAQ,2225,31.2,-21.74,-0.157,0.5,1,0
067630,HLB생명과학,KOSDAQ,3875,50.5,7.06,0.555,2.35,1,0
067730,로지시스,KOSDAQ,2665,44.0,-2.15,0.084,4.03,-1,0
067770,세진티에스,KOSDAQ,2280,52.2,-0.93,0.598,0.52,0,0
067830,세이브존I&C,KOSPI,3220,54.2,-22.49,0.552,0.17,0,0
067900,와이엔텍,KOSDAQ,6630,56.6,-4.54,0.579,1.09,-1,0
067920,이글루,KOSDAQ,5240,33.9,-19.52,-0.12,2.46,0,0
067990,도이치모터스,KOSDAQ,4395,26.4,-43.0,-0.184,1.12,2,1
068050,팬엔터테인먼트,KOSDAQ,1879,41.7,-0.65,0.132,1.18,-1,0
068100,케이웨더,KOSDAQ,3050,50.7,-8.73,0.485,0.27,0,0
068240,다원시스,KOSDAQ,2420,34.4,-34.7,0.2,0.27,0,0
068270,셀트리온,KOSPI,181000,44.4,-768.86,0.154,0.75,0,0
068290,삼성출판사,KOSPI,11040,23.7,80.56,-0.013,0.43,2,1
068330,일신바이오,KOSDAQ,1611,41.8,-19.48,0.105,0.31,0,0
068760,셀트리온제약,KOSDAQ,58000,37.6,-383.28,-0.245,1.09,1,0
068790,DMS,KOSDAQ,9140,50.9,-0.0,,,0,0
068930,디지털대성,KOSDAQ,7870,55.8,-41.84,0.46,1.24,0,0
068940,셀피글로벌,KOSDAQ,778,28.1,0.0,,,1,0
069080,웹젠,KOSDAQ,12900,35.1,-151.47,0.04,1.0,1,0
069140,누리플랜,KOSDAQ,2905,63.3,54.05,0.831,0.6,0,0
069260,TKG휴켐스,KOSPI,18940,46.9,-123.69,0.278,0.51,0,0
069330,유아이디,KOSDAQ,1133,49.4,-2.03,0.426,0.89,0,0
069410,엔텔스,KOSDAQ,5080,52.3,-3.21,0.463,0.68,-1,0
069460,대호에이엘,KOSPI,1400,25.5,-0.53,0.253,1.03,1,0
069510,에스텍,KOSDAQ,14570,36.2,-182.95,-0.107,0.7,1,0
069540,빛과전자,KOSDAQ,592,24.9,-8.15,-0.102,1.02,2,1
069620,대웅제약,KOSPI,172300,44.9,-2412.17,0.023,0.58,1,0
069640,한세엠케이,KOSPI,623,30.6,-1.03,0.008,0.29,1,0
069730,DSR제강,KOSPI,3840,53.8,-8.77,0.48,0.19,0,0
069920,엑시온그룹,KOSDAQ,708,30.1,-10.15,0.211,0.82,0,0
069960,현대백화점,KOSPI,88600,42.5,-664.67,0.14,0.43,0,0
070300,엑스큐어,KOSDAQ,1309,52.7,2.09,0.652,0.66,0,0
070590,인티큐브,KOSDAQ,2155,49.7,-8.72,0.444,0.25,0,0
070960,모나용평,KOSPI,3305,42.8,-0.32,0.331,0.39,-1,0
071050,한국금융지주,KOSPI,161700,49.9,355.92,0.499,0.61,0,0
071055,한국금융지주우,KOSPI,125600,51.7,-220.18,0.429,0.6,0,0
071090,하이스틸,KOSPI,3465,42.4,3.2,0.166,0.3,0,0
071200,인피니트헬스케어,KOSDAQ,5950,37.5,1.56,,,0,0
071280,로체시스템즈,KOSDAQ,8830,40.7,38.72,0.289,1.06,0,0
071320,지역난방공사,KOSPI,96400,35.2,-1630.01,0.079,0.55,0,0
071670,에이테크솔루션,KOSDAQ,10310,91.4,545.34,1.104,2.1,-2,-1
071840,롯데하이마트,KOSPI,7550,36.6,-28.03,-0.114,0.81,1,0
071850,캐스텍코리아,KOSDAQ,1543,43.3,5.51,0.617,0.26,0,0
071950,코아스,KOSPI,3570,43.2,21.14,0.23,0.3,0,0
071970,HD현대마린엔진,KOSPI,89500,53.6,826.36,0.645,0.69,0,0
072020,중앙백신,KOSDAQ,9800,46.1,-16.55,0.209,0.71,0,0
072130,유엔젤,KOSPI,4555,29.3,-22.35,-0.403,1.75,2,1
072470,우리산업홀딩스,KOSDAQ,3205,38.0,-20.56,0.004,0.66,1,0
072710,농심홀딩스,KOSPI,90500,39.2,-161.64,0.055,0.43,0,0
072770,멤레이비티,KOSDAQ,810,33.8,-7.03,-0.055,0.51,1,0
072870,메가스터디,KOSDAQ,10970,25.6,-71.41,-0.273,1.88,2,1
072950,빛샘전자,KOSDAQ,5280,44.0,-24.39,0.275,0.33,0,0
072990,에이치시티,KOSDAQ,5640,41.3,-23.67,0.257,1.07,0,0
073010,케이에스피,KOSDAQ,4200,32.6,2.05,-0.037,0.98,1,0
073110,엘엠에스,KOSDAQ,4990,38.6,11.89,0.302,1.35,0,0
073190,듀오백,KOSDAQ,1577,41.9,-9.52,0.21,0.2,0,0
073240,금호타이어,KOSPI,5860,49.0,-70.8,0.082,0.6,0,0
073490,LIG아큐버,KOSDAQ,22400,47.1,-64.32,0.272,0.4,0,0
073540,에프알텍,KOSDAQ,2030,49.5,3.82,0.545,0.73,0,0
073560,우리손에프앤지,KOSDAQ,1510,43.2,-8.05,0.028,0.28,1,0
073570,리튬포어스,KOSDAQ,903,37.8,-0.26,0.269,0.53,0,0
073640,테라사이언스,KOSDAQ,654,33.4,0.0,,,0,0
074430,아미노로직스,KOSDAQ,1194,86.0,17.08,1.541,17.87,-1,0
074600,원익QnC,KOSDAQ,21450,55.7,169.17,0.764,1.87,0,0
074610,이엔플러스,KOSPI,5110,32.2,0.0,,,0,0
075130,플랜티넷,KOSDAQ,2490,50.6,6.79,0.58,0.64,0,0
075180,새론오토모티브,KOSPI,3370,55.7,-6.67,0.616,1.36,0,0
075580,세진중공업,KOSPI,17400,43.0,69.43,0.244,0.44,0,0
075970,동국알앤에스,KOSDAQ,2260,39.5,-8.83,-0.053,1.09,1,0
076080,웰크론한텍,KOSDAQ,1180,46.8,2.15,0.453,2.35,1,0
076610,해성옵틱스,KOSDAQ,641,74.6,6.71,1.179,2.3,-2,-1
077360,덕산하이메탈,KOSDAQ,6090,53.5,43.18,0.847,0.69,0,0
077500,유니퀘스트,KOSPI,6600,60.1,57.0,0.963,1.85,-1,0
077970,STX엔진,KOSPI,34000,42.8,-415.34,0.14,0.44,0,0
078000,텔코웨어,KOSPI,15320,44.4,-28.36,0.297,0.4,0,0
078020,LS증권,KOSDAQ,4800,42.5,13.85,0.287,0.44,0,0
078070,유비쿼스홀딩스,KOSDAQ,10800,55.5,27.62,0.776,0.5,0,0
078130,국일제지,KOSDAQ,348,44.4,2.16,0.352,0.38,0,0
078140,대봉엘에스,KOSDAQ,11650,34.8,-95.83,-0.14,1.37,0,0
078150,HB테크놀러지,KOSDAQ,1857,43.8,-1.12,0.338,0.65,0,0
078160,메디포스트,KOSDAQ,18190,52.6,-163.42,0.451,1.26,0,0
078340,컴투스,KOSDAQ,29050,30.3,73.02,0.185,0.55,0,0
078350,한양디지텍,KOSDAQ,21550,55.9,217.05,0.965,1.21,-1,0
078520,에이블씨엔씨,KOSPI,10470,49.9,-69.88,0.48,0.27,0,0
078590,휴림에이텍,KOSDAQ,793,52.9,6.3,0.693,0.99,0,0
078600,대주전자재료,KOSDAQ,63500,29.6,-841.1,0.055,1.38,1,0
078860,스테이지원엔터,KOSDAQ,1057,18.4,-6.04,0.063,1.62,1,0
078890,가온그룹,KOSDAQ,5830,61.7,89.09,0.81,0.63,0,0
078930,GS,KOSPI,56300,53.1,-323.12,0.501,0.98,0,0
078935,GS우,KOSPI,48100,55.4,-95.69,0.541,1.0,0,0
079000,와토스코리아,KOSDAQ,6400,61.7,64.33,0.729,2.15,0,0
079160,CJ CGV,KOSPI,5950,54.5,-31.62,0.5,0.4,0,0
079170,한창산업,KOSDAQ,6500,32.8,-1.25,-0.073,0.85,0,0
079190,케스피온,KOSDAQ,457,42.7,-2.23,0.277,1.17,0,0
079370,제우스,KOSDAQ,14760,59.6,97.69,0.809,2.21,0,0
079430,현대리바트,KOSPI,6890,68.3,54.74,1.42,7.05,-1,0
079550,LIG디펜스앤에어로스페이스,KOSPI,421000,55.7,6638.69,0.859,0.74,0,0
079650,서산,KOSDAQ,1425,41.8,6.51,0.457,0.18,0,0
079810,APS이노베이션,KOSDAQ,5060,32.9,-15.46,0.119,1.9,0,0
079900,전진건설로봇,KOSPI,47950,51.1,-91.53,0.504,1.02,0,0
079940,가비아,KOSDAQ,32250,55.3,-151.94,0.529,0.41,0,0
079950,인베니아,KOSDAQ,1193,42.7,6.04,0.354,0.57,0,0
079960,동양이엔피,KOSDAQ,25550,57.9,-76.75,0.586,0.43,0,0
079970,투비소프트,KOSDAQ,596,41.1,0.0,,,0,0
079980,휴비스,KOSPI,2670,42.4,-6.29,0.164,3.17,0,0
080010,이상네트웍스,KOSDAQ,7010,46.6,-4.88,0.368,0.86,0,0
080160,모두투어,KOSDAQ,10200,41.0,17.13,0.205,0.56,0,0
080220,제주반도체,KOSDAQ,26350,82.6,689.81,1.412,12.9,-2,-1
080420,모다이노칩,KOSDAQ,2185,79.2,17.68,0.804,0.27,-1,0
080470,성창오토텍,KOSDAQ,4020,48.7,-1.69,0.373,2.91,0,0
080520,오디텍,KOSDAQ,3170,52.4,-0.21,0.477,0.54,-1,0
080530,코디,KOSDAQ,1033,31.4,-4.15,0.091,0.35,0,0
080580,오킨스전자,KOSDAQ,10300,55.7,18.66,0.655,0.64,0,0
080720,한국유니온제약,KOSDAQ,2725,32.1,0.0,,,0,0
081000,일진다이아,KOSPI,12010,37.1,-21.39,0.059,0.68,0,0
081150,티플랙스,KOSDAQ,2845,40.4,-0.53,0.295,0.72,0,0
081180,쎄크,KOSDAQ,15900,64.0,192.12,0.822,0.74,0,0
081580,성우전자,KOSDAQ,2200,39.8,-1.23,0.214,0.53,-1,0
081660,미스토홀딩스,KOSPI,42700,46.5,-302.64,0.096,0.43,0,0
082210,옵트론텍,KOSDAQ,1697,49.1,8.77,0.531,0.87,0,0
082270,젬백스,KOSDAQ,29000,40.9,514.9,0.446,0.71,0,0
082640,동양생명,KOSPI,6570,45.4,-1.19,0.207,0.9,-1,0
082660,코스나인,KOSDAQ,480,51.0,-0.0,,,0,0
082740,한화엔진,KOSPI,42950,48.2,15.01,0.413,0.6,0,0
082800,비보존 제약,KOSDAQ,3848,35.6,9.03,0.24,0.54,0,0
082850,우리바이오,KOSDAQ,2035,43.9,-10.7,0.285,0.1,0,0
082920,비츠로셀,KOSDAQ,17620,50.4,-268.21,0.277,0.9,0,0
083310,엘오티베큠,KOSDAQ,12400,52.8,88.14,0.681,1.38,0,0
083420,그린케미칼,KOSPI,6560,39.9,-32.59,0.032,0.62,1,0
083450,GST,KOSDAQ,28850,60.7,423.7,0.991,3.97,-1,0
083470,이엠앤아이,KOSDAQ,798,37.3,-0.29,0.082,0.87,-1,0
083500,에프엔에스테크,KOSDAQ,14470,48.9,-122.09,0.348,0.34,0,0
083550,케이엠,KOSDAQ,3385,59.2,13.98,0.973,2.33,-1,0
083640,인콘,KOSDAQ,255,30.0,-0.46,-0.034,1.66,1,0
083650,비에이치아이,KOSDAQ,52300,50.2,-591.91,0.378,0.22,0,0
083660,CSA 코스믹,KOSDAQ,482,27.8,0.2,-0.031,0.94,2,1
083790,CG인바이츠,KOSDAQ,1487,48.1,-9.06,0.346,2.52,0,0
083930,아바코,KOSDAQ,13660,31.7,-53.37,-0.325,2.42,1,0
084010,대한제강,KOSPI,12849,64.9,55.18,0.715,0.48,0,0
084110,휴온스글로벌,KOSDAQ,51200,47.1,-394.13,0.379,1.64,0,0
084180,수성웹툰,KOSDAQ,3175,40.2,-24.26,0.035,0.46,1,0
084370,유진테크,KOSDAQ,75000,44.1,443.03,0.424,0.83,0,0
084440,유비온,KOSDAQ,993,61.9,11.63,1.03,0.82,-1,0
084650,랩지노믹스,KOSDAQ,1811,33.1,-8.57,0.237,0.31,0,0
084670,동양고속,KOSPI,73200,56.2,-2874.63,0.547,0.84,0,0
084680,이월드,KOSPI,1451,68.0,18.63,0.95,0.74,-1,0
084690,대상홀딩스,KOSPI,9800,57.7,-1.82,0.855,1.07,0,0
084695,대상홀딩스우,KOSPI,13710,46.1,-79.73,0.248,0.41,0,0
084730,팅크웨어,KOSDAQ,7770,41.2,-13.1,-0.217,1.23,0,0
084850,아이티엠반도체,KOSDAQ,9780,24.2,-47.08,0.151,0.52,1,0
084870,TBH글로벌,KOSPI,1210,28.6,-2.77,-0.254,1.61,2,1
084990,헬릭스미스,KOSDAQ,6220,46.8,-123.23,0.228,0.28,0,0
085310,엔케이,KOSPI,1167,38.2,-4.49,0.126,0.23,0,0
085620,미래에셋생명,KOSPI,9380,57.6,21.5,0.808,0.87,0,0
085660,차바이오텍,KOSDAQ,14670,54.4,-147.05,0.333,0.44,0,0
085670,뉴프렉스,KOSDAQ,4975,47.9,-13.62,0.253,0.4,1,0
085810,알티캐스트,KOSDAQ,587,61.6,6.47,0.858,1.06,0,0
085910,네오티스,KOSDAQ,8970,62.9,11.95,0.737,0.4,0,0
086040,바이오톡스텍,KOSDAQ,2815,57.0,15.64,0.752,0.63,0,0
086060,진바이오텍,KOSDAQ,4010,50.6,1.36,0.451,0.43,0,0
086280,현대글로비스,KOSPI,180600,57.8,-196.86,0.617,0.66,0,0
086390,유니테스트,KOSDAQ,13580,39.5,44.55,0.197,0.62,0,0
086450,동국제약,KOSDAQ,17150,32.0,-146.22,0.042,1.0,1,0
086520,에코프로,KOSDAQ,90800,42.8,-2181.66,0.189,0.63,0,0
086670,비엠티,KOSDAQ,11650,32.6,-111.32,-0.221,0.71,1,0
086710,선진뷰티사이언스,KOSDAQ,9350,48.6,17.5,0.511,0.99,0,0
086790,하나금융지주,KOSPI,94100,53.6,67.38,0.582,0.61,0,0
086820,바이오솔루션,KOSDAQ,7910,47.4,5.38,0.44,0.58,1,0
086890,이수앱지스,KOSDAQ,5150,37.1,-89.94,0.082,0.54,0,0
086900,메디톡스,KOSDAQ,120800,46.6,-426.23,0.3,1.0,0,0
086960,MDS테크,KOSDAQ,1299,43.1,0.18,0.262,0.4,0,0
086980,쇼박스,KOSDAQ,2435,47.6,-1.11,0.398,1.08,0,0
087010,펩트론,KOSDAQ,254000,45.3,-653.97,0.425,0.8,0,0
087260,모바일어플라이언스,KOSDAQ,1697,51.6,14.66,0.749,0.65,0,0
087600,픽셀플러스,KOSDAQ,6320,70.1,36.02,1.297,5.7,-2,-1
088130,동아엘텍,KOSDAQ,3825,39.5,-11.51,-0.211,0.72,1,0
088260,이리츠코크렙,KOSPI,4600,36.1,-24.97,0.092,0.29,0,0
088280,쏘닉스,KOSDAQ,1680,20.6,-10.03,0.134,0.41,1,0
088290,이원컴포텍,KOSDAQ,799,36.0,2.99,0.295,0.43,0,0
088340,유라클,KOSDAQ,13880,39.2,-40.43,0.151,2.19,0,0
088350,한화생명,KOSPI,3255,55.8,14.87,0.692,0.58,0,0
088390,이녹스,KOSDAQ,8350,28.9,-60.5,0.052,1.13,1,0
088790,진도,KOSPI,2000,47.0,-3.06,0.175,0.38,0,0
088800,에이스테크,KOSDAQ,2925,43.2,-30.31,0.294,0.59,0,0
088910,동우팜투테이블,KOSDAQ,2080,49.8,-0.6,0.5,0.34,-1,0
088980,맥쿼리인프라,KOSPI,11250,33.9,-55.92,-0.099,0.95,1,0
089010,켐트로닉스,KOSDAQ,30600,50.0,50.63,0.493,0.69,1,0
089030,테크윙,KOSDAQ,45800,48.3,762.33,0.668,1.24,0,0
089140,넥스턴앤롤코리아,KOSDAQ,2175,39.7,-12.07,0.112,0.54,0,0
089150,케이씨티,KOSDAQ,2795,35.5,7.31,0.031,1.66,1,0
089230,THE E&M,KOSDAQ,1192,60.5,16.53,0.674,1.07,1,0
089470,HDC현대EP,KOSPI,4290,56.1,-14.85,0.538,0.36,0,0
089590,제주항공,KOSPI,5410,46.8,17.87,0.442,0.69,0,0
089600,KT나스미디어,KOSDAQ,12990,40.0,-30.96,-0.058,0.28,1,0
089790,제이티,KOSDAQ,4525,53.0,13.07,0.681,0.64,0,0
089850,유비벨록스,KOSDAQ,5320,31.9,-7.29,0.047,0.89,1,0
089860,롯데렌탈,KOSPI,31500,44.7,-130.25,0.035,1.69,1,0
089890,코세스,KOSDAQ,21750,42.7,-25.71,0.332,0.54,0,0
089970,브이엠,KOSDAQ,30200,60.4,-28.17,0.864,1.05,0,0
089980,상아프론테크,KOSDAQ,15520,30.3,-158.11,-0.015,1.42,1,0
090080,평화산업,KOSPI,941,49.2,0.32,0.509,0.89,0,0
090150,아이윈,KOSDAQ,756,55.9,1.85,0.857,1.65,1,0
